gene_a	gene_b
IL1B	NRG1
IL1B	TERT
IL1B	PRDM1
IL1B	ANXA2
IL1B	CYP2A7
IL1B	CASP3
IL1B	DRD3
IL1B	CASP8
IL1B	RYR1
IL1B	KRAS
IL1B	HTR7
IL1B	TNF
IL1B	ADIPOQ
IL1B	TGFA
IL1B	TRAF6
IL1B	AKT1
IL1B	MAP2K3
IL1B	FGF5
IL1B	NR1H4
IL1B	SOX9
IL1B	HMGA2
IL1B	FTH1
IL1B	TRPA1
IL1B	ADAMTS12
IL1B	KDR
IL1B	CD58
IL1B	VCAN
IL1B	OSMR
IL1B	NR3C2
IL1B	PDGFB
IL1B	PIM1
IL1B	TNC
IL1B	LEPR
IL1B	TRAF1
ERI1	DGCR8
ERI1	CENPF
ERI1	YEATS4
ERI1	PDS5A
ERI1	FEN1
ERI1	XPO1
ERI1	DDX58
ERI1	ZWILCH
ERI1	ATAD2
ERI1	RFC4
ERI1	SMC3
ERI1	SMC2
ERI1	HNRNPU
ERI1	HNRNPD
ERI1	CCAR1
ERI1	ECT2
THSD7A	TCF4
THSD7A	ADAMTS17
THSD7A	ADAMTS19
THSD7A	SEMA6D
THSD7A	ADAMTS6
THSD7A	LIMCH1
THSD7A	NF1
THSD7A	ADAMTS3
THSD7A	KDR
THSD7A	B3GLCT
THSD7A	LEPR
THSD7A	ADAMTS12
THSD7A	FAT4
THSD7A	COL21A1
THSD7A	ADAMTS5
RBM8A	MOV10
RBM8A	HNRNPDL
RBM8A	TCF12
RBM8A	CTCF
RBM8A	THRAP3
RBM8A	GTF2I
RBM8A	HNRNPCL1
RBM8A	SMC3
RBM8A	RBM12
RBM8A	RBM15
RBM8A	KPNB1
RBM8A	EWSR1
RBM8A	RPL22
RBM8A	ZC3H11A
RBM8A	SYF2
RBM8A	CCAR1
RBM8A	DHX35
RBM8A	DDX3X
RBM8A	TCERG1
RBM8A	RPS27A
RBM8A	IGF2BP3
RBM8A	SF3B1
RBM8A	SF3B3
RBM8A	SF3B2
RBM8A	SLIRP
RBM8A	SUZ12
RBM8A	INTS7
RBM8A	CASC3
RBM8A	HNRNPC
RBM8A	CWC22
RBM8A	NUP214
RBM8A	ZNF207
RBM8A	PRMT5
RBM8A	PAIP1
RBM8A	RBM39
RBM8A	MCMBP
RBM8A	PHF5A
RBM8A	RPS2
RBM8A	STAT3
RBM8A	RPS27
RBM8A	ERCC3
RBM8A	NUP50
RBM8A	NUP54
RBM8A	WBP11
RBM8A	RPL29
RBM8A	RPL28
RBM8A	ZCCHC8
RBM8A	MCM7
RBM8A	RAVER1
RBM8A	TIA1
RBM8A	DHX16
RBM8A	DHX15
RBM8A	SON
RBM8A	KDM5A
RBM8A	RPL5
RBM8A	THAP12
RBM8A	NXF1
RBM8A	RAD23B
RBM8A	HNRNPH3
RBM8A	HNRNPU
RBM8A	HNRNPK
RBM8A	HNRNPD
CAST	HSPA4
CAST	DIAPH2
CAST	TCF12
CAST	JAK2
CAST	PDLIM5
CAST	ZEB1
CAST	AKAP13
CAST	HTRA1
CAST	PLCG1
CAST	EPS15
CAST	KLF4
CAST	RTN4
CAST	MTUS2
CAST	USP25
CAST	SYF2
CAST	DDX58
CAST	IQGAP1
CAST	IQGAP2
CAST	ADD3
CAST	PARP4
CAST	MAN2A1
CAST	NFE2L2
CAST	VCAN
CAST	KRCC1
CAST	LTA4H
CAST	NIPBL
CAST	ANXA2
CAST	NUMB
CAST	CASP3
CAST	CANX
CAST	RHOA
CAST	ABL1
CAST	CTNNA1
CAST	MAPK1
CAST	REEP5
CAST	CD58
CAST	OSMR
CAST	NR3C1
ZNF253	USP25
ZNF253	MAP3K1
ZNF253	MYB
ZNF253	PATZ1
ZNF253	ZNF208
ZNF253	JAK3
ZNF253	GTF2I
ZNF253	MLLT10
ZNF253	ZNF429
ZNF253	MAPK1
ZNF253	RAB14
ZNF253	AGGF1
ZNF253	ERCC4
ZNF253	NRAS
ZNF253	SHANK2
ZNF253	RNFT1
ZNF253	KAT6B
THRAP3	DIAPH1
THRAP3	CAMTA1
THRAP3	ADRA1B
THRAP3	XPO1
THRAP3	PPARG
THRAP3	SMC3
THRAP3	NEDD4
THRAP3	RXRA
THRAP3	ALB
THRAP3	CNOT1
THRAP3	EWSR1
THRAP3	RARA
THRAP3	PHGDH
THRAP3	ARID1A
THRAP3	FUBP1
THRAP3	NCSTN
THRAP3	MED1
THRAP3	DHX30
THRAP3	DERL1
THRAP3	MCM5
THRAP3	CREBBP
THRAP3	HDAC1
THRAP3	TCERG1
THRAP3	ITIH1
THRAP3	NDC80
THRAP3	HNRNPC
THRAP3	SF3B3
THRAP3	SF3B2
THRAP3	CEBPA
THRAP3	MED13
THRAP3	CASC3
THRAP3	CWC22
THRAP3	NUP214
THRAP3	MED23
THRAP3	EGR1
THRAP3	TP53
THRAP3	AMOTL1
THRAP3	MYC
THRAP3	PEG3
THRAP3	MCM7
THRAP3	DHX15
THRAP3	DDX3X
THRAP3	SUZ12
THRAP3	HELZ2
THRAP3	CSNK2A1
THRAP3	FOXK2
THRAP3	LUC7L
THRAP3	NXF1
THRAP3	HNRNPU
THRAP3	HNRNPK
THRAP3	HNRNPD
THRAP3	CABLES1
THRAP3	NR3C1
THRAP3	TRAF6
SLFN13	IFI44L
WBP11	MOV10
WBP11	HNRNPDL
WBP11	NXF1
WBP11	CWC22
WBP11	NCAPD2
WBP11	DNMT1
WBP11	RBM10
WBP11	RBM15
WBP11	KPNB1
WBP11	EWSR1
WBP11	HNRNPU
WBP11	RFC1
WBP11	SYF2
WBP11	YTHDF2
WBP11	CCAR1
WBP11	DERL1
WBP11	MCM5
WBP11	TCERG1
WBP11	GNB1
WBP11	IGF2BP3
WBP11	KEAP1
WBP11	SF3B1
WBP11	SF3B3
WBP11	USP7
WBP11	CASC3
WBP11	HNRNPC
WBP11	AHCTF1
WBP11	ZNF207
WBP11	PRMT5
WBP11	PAIP1
WBP11	RBM39
WBP11	NCAPD3
WBP11	PHF5A
WBP11	WAC
WBP11	SF3B2
WBP11	NUP50
WBP11	NUP54
WBP11	YEATS4
WBP11	ZCCHC8
WBP11	MCM7
WBP11	TP53BP2
WBP11	DHX16
WBP11	DHX15
WBP11	CSNK2A1
WBP11	DDX3X
WBP11	RAD23B
WBP11	HNRNPH3
WBP11	HNRNPK
WBP11	HNRNPD
WBP11	NRAS
WBP11	G3BP2
CARD11	IKBKB
CARD11	AKT1
CARD11	STUB1
CARD11	GATA3
CARD11	CCND1
CARD11	RPS27A
CARD11	RHOH
CARD11	LCK
CARD11	TRAF1
CARD11	TRAF2
CARD11	TRAF5
CARD11	TRAF6
CARD11	TAB3
CARD11	CASP8
ADAM22	ADAMTS6
ADAM22	MYB
ADAM22	JAKMIP2
ADAM22	ADAM2
ADAM22	ATP6V1G2
ADAM22	CD1A
ADAM22	KHDRBS2
ADAM22	CNTN6
ADAM22	ADGRV1
ADAM22	XDH
ADAM22	NXF1
ADAM22	KCNQ3
ADAM22	FGF5
ADAM22	ETV1
ADAM22	PDE6G
ADAM22	CDH18
ADAM22	KALRN
ADAM22	GABRB2
ADAM22	ADAM29
ADAM22	ADAMTS12
ADAM22	GPR50
ADAM22	CDH10
ADAM22	MYC
ADAM22	ERCC6
ADAM29	HPSE2
ADAM29	SPAM1
ADAM29	PDE6G
ADAM29	RIMS1
ADAM29	BANF2
ADAM29	LRRIQ3
ADAM29	ADAMTS6
ADAM29	CYLC1
ADAM29	PAPOLB
ADAM29	ADGRV1
ADAM29	KIF2B
ADAM29	DCC
ADAM29	POU6F2
ADAM29	TDRD10
ADAM29	STK31
ADAM29	ADAMTS12
ADAM29	DRD5
ADAM29	HAVCR1
ADAM29	ADAM2
ADAM29	ODF4
ADAM29	FSCB
ADAM29	C1orf100
KRCC1	MKRN1
KRCC1	AGGF1
KRCC1	LAPTM4A
KRCC1	KLF4
KRCC1	SPOP
KRCC1	TIA1
KRCC1	IQGAP1
KRCC1	MED13
KRCC1	PCMTD1
KRCC1	ADD3
KRCC1	COPB2
KRCC1	MED23
KRCC1	JMJD1C
KRCC1	SPANXN2
KRCC1	SNX19
KRCC1	NIPBL
KRCC1	ZCCHC8
KRCC1	PMS1
KRCC1	AKAP11
KRCC1	TMEM116
KRCC1	SLC35A5
KRCC1	STAG2
KRCC1	MRPS31
KRCC1	NR3C1
LTA4H	HSPA4
LTA4H	RPS27A
LTA4H	GTF2B
LTA4H	JAK1
LTA4H	GPX1
LTA4H	IDH1
LTA4H	GRHPR
LTA4H	NFE2L2
LTA4H	METTL7A
LTA4H	SYF2
LTA4H	ERCC5
LTA4H	PFKP
LTA4H	SND1
LTA4H	HNRNPC
LTA4H	OXA1L
LTA4H	RPS2
LTA4H	CSNK2B
LTA4H	RPL29
LTA4H	RPL28
LTA4H	RPL22
LTA4H	ALDOA
LTA4H	CASP8
LTA4H	CANX
LTA4H	ZNF143
LTA4H	MYC
LTA4H	EEF1D
LTA4H	RHOA
LTA4H	CPS1
LTA4H	ZNF131
LTA4H	HSPA1L
LTA4H	NPM1
GDF5	ACVR1B
GDF5	PRG4
GDF5	GRM8
GDF5	GRM5
GDF5	GRM1
GDF5	PDE6G
GDF5	SMO
GDF5	HTRA1
GDF5	CALB2
GDF5	ALK
GDF5	EGFR
GDF5	DNAH9
GDF5	TGFBR1
GDF5	SOX9
GDF5	ALX4
GDF5	DCC
GDF5	INHBA
GDF5	BMPR2
GDF5	EGR1
GDF5	XDH
GDF5	AGTR2
GDF5	CHRNB2
GDF5	ADRB3
GDF5	BMPR1A
GDF5	TERT
GDF5	DRD5
GDF5	DRD3
GDF5	TNF
GDF5	GPR50
GDF5	SERPINB13
GDF5	FGF2
GDF5	HOXD13
GDF5	WNT5B
GDF5	KCNB2
GDF5	ACVR1
GDF5	GRM3
GDF5	SERPINA4
GDF5	PDGFB
GALNTL5	KIF2B
GALNTL5	MUC6
GALNTL5	MUC4
GALNTL5	MUC16
GALNTL5	MUC12
GALNTL5	ADAM2
GALNTL5	TP53BP1
GALNTL5	PRDM9
GALNTL5	FSCB
GALNTL5	ASZ1
ANXA2	HSPA4
ANXA2	IQCB1
ANXA2	SGK1
ANXA2	PLEC
ANXA2	TTK
ANXA2	JAK1
ANXA2	PDLIM5
ANXA2	RAP1GDS1
ANXA2	FBXO32
ANXA2	LAPTM4A
ANXA2	TRIOBP
ANXA2	EGFR
ANXA2	EIF2S2
ANXA2	DYSF
ANXA2	HNF1A
ANXA2	RPL22
ANXA2	CXCR4
ANXA2	RTN4
ANXA2	KPNB1
ANXA2	SMC4
ANXA2	ATP4A
ANXA2	EWSR1
ANXA2	CENPF
ANXA2	CCND1
ANXA2	FUBP1
ANXA2	RRAS
ANXA2	HNRNPK
ANXA2	HDAC1
ANXA2	MYH9
ANXA2	TPM3
ANXA2	FLT1
ANXA2	RPS27A
ANXA2	GNB1
ANXA2	TJP1
ANXA2	HNRNPD
ANXA2	RAB14
ANXA2	IQGAP1
ANXA2	PFKP
ANXA2	ABCB1
ANXA2	CALD1
ANXA2	CTNNA1
ANXA2	PICALM
ANXA2	ACTG1
ANXA2	IDH1
ANXA2	MAP3K4
ANXA2	MYLK
ANXA2	COPB2
ANXA2	NR3C1
ANXA2	TMSB4X
ANXA2	TP53
ANXA2	CYP2E1
ANXA2	AMOT
ANXA2	LCK
ANXA2	ASB9
ANXA2	RPS2
ANXA2	STAT6
ANXA2	FTH1
ANXA2	KDR
ANXA2	ANG
ANXA2	VHL
ANXA2	MAP2K1
ANXA2	DDX3X
ANXA2	GPX1
ANXA2	RPL29
ANXA2	RPL28
ANXA2	TERT
ANXA2	MCM5
ANXA2	ALDOA
ANXA2	TMBIM6
ANXA2	CASP3
ANXA2	LYPLA1
ANXA2	AKT1
ANXA2	CANX
ANXA2	CDH1
ANXA2	RYR1
ANXA2	MYC
ANXA2	DBI
ANXA2	ARPC1B
ANXA2	RPL5
ANXA2	RHOA
ANXA2	RAD23B
ANXA2	TNPO1
ANXA2	MAPK1
ANXA2	MACF1
ANXA2	SERPINA1
ANXA2	VCAN
ANXA2	PDGFB
ANXA2	TRAF6
ANXA2	PDIA4
ANXA2	TNF
ANXA2	NPM1
ANXA2	ADD3
ANXA2	AHNAK2
DISP3	RASGRP2
DISP3	DISP1
MCM7	HSPA4
MCM7	NELFE
MCM7	KDM2B
MCM7	HNRNPDL
MCM7	XPO1
MCM7	TTK
MCM7	ZWILCH
MCM7	MIOS
MCM7	CHAF1B
MCM7	NDC80
MCM7	TCF3
MCM7	ST6GAL2
MCM7	DNMT1
MCM7	PRMT5
MCM7	EGR1
MCM7	UMPS
MCM7	CDK11A
MCM7	NCAPD3
MCM7	RPS2
MCM7	NUP50
MCM7	NUP54
MCM7	CSNK2B
MCM7	ATAD2
MCM7	RPL29
MCM7	RPL28
MCM7	SMARCB1
MCM7	EEF1D
MCM7	ARPC1B
MCM7	FEN1
MCM7	INTS7
MCM7	LUC7L
MCM7	TRAF6
MCM7	EMG1
MCM7	CDC25C
MCM7	PRKDC
MCM7	DDB2
MCM7	KIF21B
MCM7	AK8
MCM7	PHGDH
MCM7	PRKD2
MCM7	LCK
MCM7	EIF2S2
MCM7	HEATR1
MCM7	BAZ1A
MCM7	FOXA1
MCM7	EPAS1
MCM7	SET
MCM7	SF3B1
MCM7	SF3B3
MCM7	SF3B2
MCM7	EWSR1
MCM7	ADD3
MCM7	ACTG1
MCM7	ZNF207
MCM7	IDH2
MCM7	PASK
MCM7	PES1
MCM7	HTR7
MCM7	SHQ1
MCM7	TP53
MCM7	MCM5
MCM7	DHX16
MCM7	DHX15
MCM7	DGCR8
MCM7	PFAS
MCM7	DDX3X
MCM7	PMS1
MCM7	NXF1
MCM7	CDC23
MCM7	CDC20
MCM7	MAPK1
MCM7	NUMA1
MCM7	HSPA1L
MCM7	NEK2
MCM7	NPM1
MCM7	DDX50
MCM7	DDX51
MCM7	CTCF
MCM7	NCAPD2
MCM7	BLM
MCM7	NAB2
MCM7	SMC3
MCM7	SMC2
MCM7	SMC4
MCM7	EGFR
MCM7	RAD17
MCM7	SMARCD1
MCM7	CENPJ
MCM7	CENPF
MCM7	DHX30
MCM7	DHX36
MCM7	DDX54
MCM7	TBP
MCM7	DNAH8
MCM7	TCERG1
MCM7	MYH9
MCM7	KEAP1
MCM7	MCMBP
MCM7	RB1
MCM7	CCNB2
MCM7	HRAS
MCM7	RBM39
MCM7	EPHB4
MCM7	CCDC102B
MCM7	PHF6
MCM7	RAD51B
MCM7	ECT2
MCM7	TERT
MCM7	ZNF131
MCM7	TP53BP1
MCM7	CASP3
MCM7	AKT1
MCM7	MYC
MCM7	MYB
MCM7	TP53BP2
MCM7	PLEC
MCM7	MUTYH
MCM7	HNRNPH3
MCM7	RBM12
MCM7	MRPS33
MCM7	VHL
MCM7	STK11
MCM7	DIAPH1
MCM7	WRN
MCM7	CCND1
MCM7	DTL
MCM7	RPS27A
MCM7	POLQ
MCM7	RBM15
MCM7	VANGL1
MCM7	TUBGCP6
MCM7	PSMD8
MCM7	CNOT1
MCM7	KPNB1
MCM7	SPATA5L1
MCM7	PARD3
MCM7	PATZ1
MCM7	YEATS4
MCM7	PKHD1
MCM7	MMS22L
MCM7	HDAC1
MCM7	HDAC2
MCM7	RFC4
MCM7	RFC1
MCM7	HNRNPK
MCM7	DUSP9
MCM7	RRS1
MCM7	SND1
MCM7	IGF2BP3
MCM7	ERCC2
MCM7	ERCC3
MCM7	USP7
MCM7	PFKP
MCM7	SUZ12
MCM7	CTNNA1
MCM7	KAT6A
MCM7	NCAPG
MCM7	PHF5A
MCM7	DNAAF5
MCM7	STAT3
MCM7	ARAF
MCM7	ALDOA
MCM7	BORA
MCM7	GOLGA2
MCM7	CSNK2A1
MCM7	PTMA
MCM7	STAG1
MCM7	IKZF3
MCM7	HNRNPU
MCM7	HNRNPC
MCM7	HNRNPD
MCM7	CEP152
MCM7	RCC1
MCM5	HSPA4
MCM5	NELFE
MCM5	XPO1
MCM5	TTK
MCM5	ATAD2
MCM5	ZWILCH
MCM5	MIOS
MCM5	FIZ1
MCM5	CHAF1B
MCM5	RFC4
MCM5	TCF7
MCM5	TCF3
MCM5	KATNB1
MCM5	DNMT1
MCM5	PRMT5
MCM5	EGR1
MCM5	UMPS
MCM5	CDK11A
MCM5	RPS2
MCM5	NUP50
MCM5	NUP54
MCM5	CSNK2B
MCM5	RPL28
MCM5	SMARCB1
MCM5	EEF1D
MCM5	RPL5
MCM5	FEN1
MCM5	INTS7
MCM5	CDC25C
MCM5	TRAF2
MCM5	FEM1A
MCM5	EMG1
MCM5	PRKDC
MCM5	DDB2
MCM5	KIF21B
MCM5	EIF2S2
MCM5	HEATR1
MCM5	NABP1
MCM5	BAZ1A
MCM5	MAPK7
MCM5	NCAPG
MCM5	SET
MCM5	SF3B1
MCM5	SF3B3
MCM5	SF3B2
MCM5	EWSR1
MCM5	ACTG1
MCM5	ZNF207
MCM5	IDH2
MCM5	PASK
MCM5	PES1
MCM5	TP53
MCM5	SHQ1
MCM5	PAN3
MCM5	DHX16
MCM5	DHX15
MCM5	DGCR8
MCM5	DSC1
MCM5	PFAS
MCM5	DDX3X
MCM5	NXF1
MCM5	CDC23
MCM5	CDC20
MCM5	MAPK1
MCM5	HSPA1L
MCM5	HCFC2
MCM5	NEK2
MCM5	NPM1
MCM5	MEN1
MCM5	CTCF
MCM5	ZNF226
MCM5	NCAPD2
MCM5	NCAPD3
MCM5	BLM
MCM5	SMC3
MCM5	SMC2
MCM5	SMC4
MCM5	IRAK4
MCM5	EGFR
MCM5	CENPF
MCM5	DHX30
MCM5	DHX36
MCM5	DDX54
MCM5	ZNF765
MCM5	MYH7
MCM5	TBP
MCM5	TCERG1
MCM5	MYH2
MCM5	MYH4
MCM5	MYH9
MCM5	KEAP1
MCM5	MCMBP
MCM5	PRKX
MCM5	RB1
MCM5	CCNB2
MCM5	HRAS
MCM5	EPHB4
MCM5	PHF6
MCM5	SH3GL1
MCM5	ERN2
MCM5	ECT2
MCM5	STAM2
MCM5	CASP3
MCM5	AKT1
MCM5	STUB1
MCM5	MYC
MCM5	MYB
MCM5	AZGP1
MCM5	MUTYH
MCM5	PIM1
MCM5	G3BP2
MCM5	STK11
MCM5	SMARCD1
MCM5	DTL
MCM5	RPS27A
MCM5	HNRNPCL1
MCM5	CIZ1
MCM5	SBSN
MCM5	POLQ
MCM5	RBM15
MCM5	ALB
MCM5	PSMD8
MCM5	CNOT1
MCM5	KPNB1
MCM5	PATZ1
MCM5	YEATS4
MCM5	MMS22L
MCM5	HDAC1
MCM5	HDAC2
MCM5	RFC1
MCM5	NDC80
MCM5	HNRNPK
MCM5	RRS1
MCM5	SND1
MCM5	IGF2BP3
MCM5	HNRNPC
MCM5	ERCC2
MCM5	ERCC3
MCM5	ERCC4
MCM5	USP7
MCM5	CEBPA
MCM5	PFKP
MCM5	MYO5B
MCM5	LCK
MCM5	MAP2K2
MCM5	ALDOA
MCM5	PHGDH
MCM5	BORA
MCM5	CSNK2A1
MCM5	STAG3
MCM5	STAG1
MCM5	RAD23B
MCM5	ABL1
MCM5	HNRNPU
MCM5	HNRNPD
MCM5	ELF4
MCM5	BRPF1
MCM5	RCC1
CSH1	GATA3
CSH1	CD1A
CSH1	JAK2
CSH1	JAK3
CSH1	JAK1
CSH1	DLK1
CSH1	TLL2
CSH1	LEPR
CSH1	ALB
CSH1	EGFR
CSH1	HNF1A
CSH1	DAB1
CSH1	ADAMTS6
CSH1	TPO
CSH1	FLT1
CSH1	SLC6A2
CSH1	IL22
CSH1	XDH
CSH1	CYP2E1
CSH1	GABRB2
CSH1	MAP2K7
CSH1	ETV3
CSH1	CGB5
CSH1	STAT5B
CSH1	SERPINA4
CSH1	OSMR
CSH1	PDGFB
EPC1	ACTG1
EPC1	KLF6
EPC1	CRBN
EPC1	MYC
EPC1	SETD2
EPC1	YEATS4
EPC1	KDM5A
EPC1	MED23
EPC1	INO80
EPC1	EP400
EPC1	RBM39
EPC1	CBX6
EPC1	CREBBP
EPC1	DYRK1A
EPC1	SRCAP
EPC1	SF3B1
EPC1	EZH1
EPC1	PAN3
EPC1	BRPF3
EPC1	ATG3
EPC1	BRPF1
EPC1	TIA1
EPC1	KAT6B
OPRD1	HSPA4
OPRD1	GRM3
OPRD1	CXCR4
OPRD1	NMUR2
OPRD1	ADRA1B
OPRD1	ANK1
OPRD1	ROS1
OPRD1	MCHR1
OPRD1	FOXE1
OPRD1	MAPK1
OPRD1	GNB1
OPRD1	LPAR3
OPRD1	TAS2R60
OPRD1	SLC6A2
OPRD1	DCC
OPRD1	GRM8
OPRD1	XDH
OPRD1	TAS2R46
OPRD1	AGTR2
OPRD1	RXFP3
OPRD1	CHRNB2
OPRD1	PDYN
OPRD1	GABRB2
OPRD1	ADRB3
OPRD1	MAP2K7
OPRD1	NRG1
OPRD1	MCHR2
OPRD1	DRD5
OPRD1	DRD3
OPRD1	HTR1E
OPRD1	CANX
OPRD1	CCR7
OPRD1	ETV3
OPRD1	HOXD13
OPRD1	TAS2R43
OPRD1	PDGFB
OPRD1	TNR
POLM	MEN1
POLM	WRN
POLM	KRAS
POLM	RAG2
POLM	TP53
POLM	PRKDC
POLM	ABL1
POLM	IKZF3
POLM	NUMA1
POLM	DCLRE1C
POLM	INPPL1
POLM	CTU2
POLM	TP53BP1
SSX2	HDAC1
SSX2	SSX1
SSX2	SUZ12
SSX2	HDAC2
USH2A	HSPG2
USH2A	VHL
USH2A	TSHR
USH2A	ADGRV1
USH2A	CYLC1
USH2A	TP53
USH2A	MYH9
USH2A	CTNNA3
USH2A	ASZ1
USH2A	SPAM1
USH2A	IMPG2
USH2A	FAT2
USH2A	ALB
SSX1	MAGEC1
SSX1	SMARCB1
SSX1	ETV1
ZNF143	STK11
ZNF143	POLR3E
ZNF143	XPO1
ZNF143	GTF2B
ZNF143	JAK1
ZNF143	PRDM2
ZNF143	TAF11
ZNF143	SMC3
ZNF143	SMC4
ZNF143	CHAF1B
ZNF143	KLF6
ZNF143	KLF2
ZNF143	DYRK1A
ZNF143	NABP1
ZNF143	BAZ1A
ZNF143	BCL11B
ZNF143	CCAR1
ZNF143	TBP
ZNF143	CREBBP
ZNF143	HDAC2
ZNF143	MYH9
ZNF143	USP8
ZNF143	SALL3
ZNF143	SF3B1
ZNF143	PRKX
ZNF143	RB1
ZNF143	INTS7
ZNF143	INTS4
ZNF143	KAT6B
ZNF143	CNTRL
ZNF143	POU2F2
ZNF143	ZFX
ZNF143	MAP3K1
ZNF143	PHF3
ZNF143	ERCC3
ZNF143	WAC
ZNF143	SALL1
ZNF143	EZH1
ZNF143	NUP50
ZNF143	TMTC3
ZNF143	NIPBL
ZNF143	POU5F1
ZNF143	NUMB
ZNF143	CASP3
ZNF143	RBPJ
ZNF143	MYC
ZNF143	DDX3X
ZNF143	FEM1A
ZNF143	STAG2
ZNF143	STAG1
ZNF143	CDC27
ZNF143	TRPS1
LGSN	KHDRBS2
LGSN	GATA6
LGSN	IDH2
LGSN	IDH1
LGSN	JAK1
LGSN	SLC1A6
LGSN	GOT1
LPAR4	PROKR2
LPAR4	GNAS
LPAR4	MCHR2
LPAR4	MCHR1
LPAR4	GRM5
LPAR4	ADRA1B
LPAR4	CYSLTR2
LPAR4	TTK
LPAR4	PIK3R5
LPAR4	GRM1
LPAR4	PDS5A
LPAR4	PRKDC
LPAR4	GNB1
LPAR4	PDS5B
LPAR4	LPAR3
LPAR4	SOX2
LPAR4	XPO1
LPAR4	NMUR2
DSC1	PKP4
DSC1	ADGRV1
DSC1	MST1R
DSC1	FAT2
DSC1	TNR
DSC1	NF2
DSC1	CDC20
DSC1	PDE6G
DSC1	SERPINA12
DSC1	MAPK7
DSC1	HNF1A
DSC1	DSC3
CNTRL	IQCB1
CNTRL	DIAPH1
CNTRL	CEP83
CNTRL	CTCF
CNTRL	BAZ2B
CNTRL	XPO1
CNTRL	TTK
CNTRL	JAK2
CNTRL	CBL
CNTRL	SOAT1
CNTRL	SDCCAG8
CNTRL	GPR174
CNTRL	ALMS1
CNTRL	SMC2
CNTRL	PLCG2
CNTRL	ALB
CNTRL	TUBGCP6
CNTRL	PLCG1
CNTRL	LCK
CNTRL	DCLRE1C
CNTRL	WRN
CNTRL	RPGRIP1L
CNTRL	CNOT1
CNTRL	AJUBA
CNTRL	ZMYM2
CNTRL	TNRC6B
CNTRL	NIPBL
CNTRL	CENPJ
CNTRL	CENPF
CNTRL	BAZ1A
CNTRL	NIN
CNTRL	ZC3H11A
CNTRL	FUBP1
CNTRL	NEK2
CNTRL	DDX50
CNTRL	TBP
CNTRL	RIPOR2
CNTRL	TMEM216
CNTRL	PI4KA
CNTRL	RFC4
CNTRL	RFC1
CNTRL	NDC80
CNTRL	MYH4
CNTRL	TET2
CNTRL	GNB1
CNTRL	TJP1
CNTRL	SF3B1
CNTRL	ERCC5
CNTRL	TIA1
CNTRL	CCNB2
CNTRL	KAT6A
CNTRL	BPTF
CNTRL	IGF2BP2
CNTRL	DNMT1
CNTRL	MAP3K4
CNTRL	PASK
CNTRL	NCAPG
CNTRL	ZBTB20
CNTRL	COPB2
CNTRL	CD3G
CNTRL	CC2D1A
CNTRL	RBM39
CNTRL	CDK11A
CNTRL	NCAPD2
CNTRL	PHF3
CNTRL	TP53
CNTRL	NUP50
CNTRL	NEFH
CNTRL	ZCCHC8
CNTRL	PRDM2
CNTRL	DHX15
CNTRL	BORA
CNTRL	SUZ12
CNTRL	DGKA
CNTRL	KDM5A
CNTRL	EP400
CNTRL	DNM2
CNTRL	TP53BP2
CNTRL	TSC1
CNTRL	RHOH
CNTRL	FGF5
CNTRL	FGF2
CNTRL	STRADA
CNTRL	SMC3
CNTRL	FAM111A
CNTRL	CCDC66
CNTRL	IKZF1
CNTRL	MRPS31
CNTRL	PHIP
CNTRL	SYNE2
CNTRL	CEP152
CNTRL	METTL3
CNTRL	ZNF131
CNTRL	TRAF5
CNTRL	CLASP1
CNTRL	PDIA4
CNTRL	PRPF38B
CNTRL	TTC21B
PFAS	MEN1
PFAS	DDX55
PFAS	HSPA4
PFAS	NTHL1
PFAS	DTL
PFAS	ALB
PFAS	NXF1
PFAS	TCF3
PFAS	BLM
PFAS	RAP1GDS1
PFAS	SGK1
PFAS	LETM1
PFAS	SMC2
PFAS	GLS2
PFAS	MYC
PFAS	DHX30
PFAS	HEATR1
PFAS	MOV10
PFAS	SF3B3
PFAS	UMPS
PFAS	CENPF
PFAS	PHGDH
PFAS	RCC1
PFAS	FUBP1
PFAS	MED1
PFAS	DDX50
PFAS	DDX54
PFAS	KPNB1
PFAS	ZWILCH
PFAS	MYH9
PFAS	RFC4
PFAS	TCERG1
PFAS	SET
PFAS	HNRNPK
PFAS	RRS1
PFAS	IGF2BP3
PFAS	MCMBP
PFAS	USP7
PFAS	XPO1
PFAS	ABCC5
PFAS	KRAS
PFAS	POLR3E
PFAS	DNMT1
PFAS	PRMT5
PFAS	PES1
PFAS	NCAPG
PFAS	TNRC6B
PFAS	METTL3
PFAS	HRAS
PFAS	USP28
PFAS	KEAP1
PFAS	NCAPD3
PFAS	SHQ1
PFAS	RPS2
PFAS	DNAAF5
PFAS	VHL
PFAS	GNAS
PFAS	CHAF1B
PFAS	RAVER1
PFAS	FEN1
PFAS	DHX16
PFAS	DHX15
PFAS	PFKP
PFAS	CANX
PFAS	GOT1
PFAS	PMS1
PFAS	PRKDC
PFAS	PTMA
PFAS	CPS1
PFAS	CDC20
PFAS	ULK2
PFAS	RBM12
PFAS	HNRNPU
PFAS	WRN
PFAS	HNRNPD
PFAS	RPL5
PFAS	NPM1
PFAS	HSPA1L
PFAS	NRAS
PFAS	DHX36
PFAS	TRAF6
PFAS	PDIA4
PFAS	EP400
PFAS	NEK2
PFAS	EMG1
PFAS	SLIRP
